start,end,visitor,from_country,description,source,year,is_hogs,visit_id
2019-09-19,2019-09-22,Prime Minister Scott Morrison,Australia,Official Visit.,US State Dept Office of the Historian,2019,True,USIN-0298
2019-09-22,2019-09-22,Prime Minister Narendra Modi,India,"Participated in a rally in Houston, Texas.",US State Dept Office of the Historian,2019,True,USIN-0299
2019-10-01,2019-10-03,President Sauli Niinistö,Finland,Official Working Visit.,US State Dept Office of the Historian,2019,True,USIN-0300
2019-10-15,2019-10-17,President Sergio Mattarella,Italy,Official Working Visit.,US State Dept Office of the Historian,2019,True,USIN-0301
2019-11-12,2019-11-13,President Recep Tayyip Erdoğan,Turkey,Working Visit.,US State Dept Office of the Historian,2019,True,USIN-0302
2019-11-25,2019-11-25,Prime Minister Boyko Borissov,Bulgaria,Working Visit.,US State Dept Office of the Historian,2019,True,USIN-0303
2019-12-12,2019-12-15,President Mario Abdo Benítez,Paraguay,Working Visit.,US State Dept Office of the Historian,2019,True,USIN-0304
2019-12-17,2019-12-17,President Jimmy Morales,Guatemala,Working Visit.,US State Dept Office of the Historian,2019,True,USIN-0305
2020-01-07,2020-01-07,Prime Minister Kyriakos Mitsotakis,Greece,Official Working Visit.,US State Dept Office of the Historian,2020,True,USIN-0306
2020-01-27,2020-01-27,Prime Minister Benjamin Netanyahu,Israel,Working Visit.,US State Dept Office of the Historian,2020,True,USIN-0307
2020-02-05,2020-02-05,Interim President Juan Guaidó,Venezuela,Working Visit.,US State Dept Office of the Historian,2020,True,USIN-0308
2020-02-06,2020-02-06,President Uhuru Kenyatta,Kenya,Working Visit.,US State Dept Office of the Historian,2020,True,USIN-0309
2020-02-12,2020-02-12,President Lenin Moreno Garcés,Ecuador,Working Visit.,US State Dept Office of the Historian,2020,True,USIN-0310
2020-03-02,2020-03-02,President Ivan Duque Marquez,Colombia,Working Visit.,US State Dept Office of the Historian,2020,True,USIN-0311
2020-03-12,2020-03-12,Prime Minister Leo Varadkar,Ireland,Official Working Visit.,US State Dept Office of the Historian,2020,True,USIN-0312
2020-06-24,2020-06-24,President Andrzej Duda,Poland,Working Visit.,US State Dept Office of the Historian,2020,True,USIN-0313
2020-07-08,2020-07-08,President Andrés Manuel López Obrador,Mexico,Official Working Visit.,US State Dept Office of the Historian,2020,True,USIN-0314
2020-08-20,2020-08-20,Prime Minister Mustafa Al-Kadhimi,Iraq,Official Working Visit.,US State Dept Office of the Historian,2020,True,USIN-0315
2020-09-04,2020-09-04,President Aleksandar Vučić,Serbia,Working Visit.,US State Dept Office of the Historian,2020,True,USIN-0316
2020-09-04,2020-09-04,Prime Minister Avdullah Hoti,Kosovo,Working Visit.,US State Dept Office of the Historian,2020,True,USIN-0317
2020-09-15,2020-09-15,Prime Minister Benjamin Netanyahu,Israel,Abraham Accords Signing Ceremony.,US State Dept Office of the Historian,2020,True,USIN-0318
2021-04-16,2021-04-16,Prime Minister Suga Yoshihide,Japan,Official Working Visit.,US State Dept Office of the Historian,2021,True,USIN-0319
2021-05-21,2021-05-21,President Moon Jae-in,South Korea,Official Working Visit.,US State Dept Office of the Historian,2021,True,USIN-0320
2021-06-25,2021-06-25,President Mohamad Ashraf Ghani,Afghanistan,Working Visit.,US State Dept Office of the Historian,2021,True,USIN-0321
2021-06-28,2021-06-28,President Reuven Rivlin,Israel,Working Visit.,US State Dept Office of the Historian,2021,True,USIN-0322
2021-07-15,2021-07-15,Chancellor Angela Merkel,Germany,Official Working Visit.,US State Dept Office of the Historian,2021,True,USIN-0323
2021-07-19,2021-07-19,King Abdullah II bin Al-Hussein,Jordan,Working Visit.,US State Dept Office of the Historian,2021,True,USIN-0324
2021-07-23,2021-07-23,Prime Minister Mustafa Al-Kadhimi,Iraq,Working Visit.,US State Dept Office of the Historian,2021,True,USIN-0325
2021-08-26,2021-08-26,Prime Minister Naftali Bennett,Israel,Working Visit.,US State Dept Office of the Historian,2021,True,USIN-0326
2021-08-31,2021-08-31,President Volodymyr Zelensky,Ukraine,Working Visit.,US State Dept Office of the Historian,2021,True,USIN-0327
2021-09-21,2021-09-21,Prime Minister Scott Morrison,Australia,Working Visit.,US State Dept Office of the Historian,2021,True,USIN-0328
2021-09-24,2021-09-24,Prime Minister Narendra Modi,India,Working Visit; Quad Leaders' Summit.,US State Dept Office of the Historian,2021,True,USIN-0329
2021-09-24,2021-09-24,Prime Minister Suga Yoshihide,Japan,Working Visit; Quad Leaders' Summit.,US State Dept Office of the Historian,2021,True,USIN-0330
2021-09-24,2021-09-24,Prime Minister Scott Morrison,Australia,Working Visit; Quad Leaders' Summit.,US State Dept Office of the Historian,2021,True,USIN-0331
2021-11-18,2021-11-18,Prime Minister Justin Trudeau,Canada,Working Visit; North American Leaders’ Summit.,US State Dept Office of the Historian,2021,True,USIN-0332
2021-11-18,2021-11-18,President Andrés Manuel López Obrador,Mexico,Working Visit; North American Leaders’ Summit.,US State Dept Office of the Historian,2021,True,USIN-0333
2022-01-31,2022-01-31,Amir Sheikh Tamim bin Hamad Al Thani,Qatar,Working Visit.,US State Dept Office of the Historian,2022,True,USIN-0334
2022-02-07,2022-02-07,Chancellor Olaf Scholz,Germany,Working Visit.,US State Dept Office of the Historian,2022,True,USIN-0335
2022-03-04,2022-03-04,President Sauli Niinistö,Finland,Working Visit.,US State Dept Office of the Historian,2022,True,USIN-0336
2022-03-17,2022-03-17,Taoiseach Michael Martin,Ireland,Official Working Visit.,US State Dept Office of the Historian,2022,True,USIN-0337
2022-03-29,2022-03-29,Prime Minister Lee Hsien Loong,Singapore,Working Visit.,US State Dept Office of the Historian,2022,True,USIN-0338
2022-05-10,2022-05-10,Prime Minister Mario Draghi,Italy,Working Visit.,US State Dept Office of the Historian,2022,True,USIN-0339
2022-05-12,2022-05-13,Prime Minister Prayut Chan-O-Cha,Thailand,Attended the U.S.-ASEAN Summit.,US State Dept Office of the Historian,2022,True,USIN-0340
2022-05-12,2022-05-13,Prime Minister Lee Hsien Loong,Singapore,Attended the U.S.-ASEAN Summit.,US State Dept Office of the Historian,2022,True,USIN-0341
2022-05-12,2022-05-13,"President Benigno S. Aquino, 3rd",Philippines,Attended the U.S.-ASEAN Summit.,US State Dept Office of the Historian,2022,True,USIN-0342
2022-05-12,2022-05-13,Prime Minister Ismail Sabri Yaakob,Malaysia,Attended the U.S.-ASEAN Summit.,US State Dept Office of the Historian,2022,True,USIN-0343
2022-05-12,2022-05-13,Sultan Haji Hassanal Bolkiah,Brunei Darussalam,Attended the U.S.-ASEAN Summit.,US State Dept Office of the Historian,2022,True,USIN-0344
2022-05-12,2022-05-13,President Joko Widodo,Indonesia,Attended the U.S.-ASEAN Summit.,US State Dept Office of the Historian,2022,True,USIN-0345
2022-05-12,2022-05-13,Prime Minister Hun Sen,Cambodia,Attended the U.S.-ASEAN Summit.,US State Dept Office of the Historian,2022,True,USIN-0346
2022-05-12,2022-05-13,Prime Minister Nguyen Tan Dung,Vietnam,Attended the U.S.-ASEAN Summit.,US State Dept Office of the Historian,2022,True,USIN-0347
2022-05-12,2022-05-13,President Choummaly Sayasone,Laos,Attended the U.S.-ASEAN Summit.,US State Dept Office of the Historian,2022,True,USIN-0348
2022-05-13,2022-05-13,King Abdullah II bin Al-Hussein,Jordan,Working Visit.,US State Dept Office of the Historian,2022,True,USIN-0349
2022-05-16,2022-05-16,Prime Minister Kyriakos Mitsotakis,Greece,Official Working Visit.,US State Dept Office of the Historian,2022,True,USIN-0350
2022-06-08,2022-06-10,President Mohamed Irfaan Ali,Guyana,"Attended the Summit of the Americas in Los Angeles, CA.",US State Dept Office of the Historian,2022,True,USIN-0351
2022-06-08,2022-06-10,President Luis Lacalle Pou,Uruguay,"Attended the Summit of the Americas in Los Angeles, CA.",US State Dept Office of the Historian,2022,True,USIN-0352
2022-06-08,2022-06-10,Prime Minister Philip Davis,Bahamas,"Attended the Summit of the Americas in Los Angeles, CA.",US State Dept Office of the Historian,2022,True,USIN-0353
2022-06-08,2022-06-10,President Chandrikapersad Santokhi,Suriname,"Attended the Summit of the Americas in Los Angeles, CA.",US State Dept Office of the Historian,2022,True,USIN-0354
2022-06-08,2022-06-10,Prime Minister Philip J. Pierre,Saint Lucia,"Attended the Summit of the Americas in Los Angeles, CA.",US State Dept Office of the Historian,2022,True,USIN-0355
2022-06-08,2022-06-10,President Pedro Castillo,Peru,"Attended the Summit of the Americas in Los Angeles, CA.",US State Dept Office of the Historian,2022,True,USIN-0356
2022-06-08,2022-06-10,Prime Minister Andrew Holness,Jamaica,"Attended the Summit of the Americas in Los Angeles, CA.",US State Dept Office of the Historian,2022,True,USIN-0357
2022-06-08,2022-06-10,President Guillermo Lasso Mendoza,Ecuador,"Attended the Summit of the Americas in Los Angeles, CA.",US State Dept Office of the Historian,2022,True,USIN-0358
2022-06-08,2022-06-10,President Mario Abdo Benítez,Paraguay,"Attended the Summit of the Americas in Los Angeles, CA.",US State Dept Office of the Historian,2022,True,USIN-0359
2022-06-08,2022-06-10,President Rodrigo Chaves Robles,Costa Rica,"Attended the Summit of the Americas in Los Angeles, CA.",US State Dept Office of the Historian,2022,True,USIN-0360
2022-06-08,2022-06-10,President Ivan Duque Marquez,Colombia,"Attended the Summit of the Americas in Los Angeles, CA.",US State Dept Office of the Historian,2022,True,USIN-0361
2022-06-08,2022-06-10,President Luis Abinader,Dominican Republic,"Attended the Summit of the Americas in Los Angeles, CA.",US State Dept Office of the Historian,2022,True,USIN-0362
2022-06-08,2022-06-10,President Gabriel Boric,Chile,"Attended the Summit of the Americas in Los Angeles, CA.",US State Dept Office of the Historian,2022,True,USIN-0363
2022-06-08,2022-06-10,Prime Minister Justin Trudeau,Canada,"Attended the Summit of the Americas in Los Angeles, CA.",US State Dept Office of the Historian,2022,True,USIN-0364
2022-06-08,2022-06-10,Prime Minister John Briceño,Belize,"Attended the Summit of the Americas in Los Angeles, CA.",US State Dept Office of the Historian,2022,True,USIN-0365
2022-06-08,2022-06-10,President Alberto Fernandez,Argentina,"Attended the Summit of the Americas in Los Angeles, CA.",US State Dept Office of the Historian,2022,True,USIN-0366
2022-06-08,2022-06-10,Prime Minister Gaston Browne,Antigua and Barbuda,"Attended the Summit of the Americas in Los Angeles, CA.",US State Dept Office of the Historian,2022,True,USIN-0367
2022-07-12,2022-07-12,President Andrés Manuel López Obrador,Mexico,Working Visit.,US State Dept Office of the Historian,2022,True,USIN-0368
2022-09-16,2022-09-16,President Cyril Ramaphosa,South Africa,Working Visit.,US State Dept Office of the Historian,2022,True,USIN-0369
2022-09-21,2022-09-21,Prime Minister Liz Truss,United Kingdom,Met with President Biden at the UN General Assembly Meeting in New York City.,US State Dept Office of the Historian,2022,True,USIN-0370
2022-09-21,2022-09-21,President Emmanuel Macron,France,Met with President Biden at the UN General Assembly Meeting in New York City.,US State Dept Office of the Historian,2022,True,USIN-0371
2022-09-22,2022-09-22,President Ferdinand Romualdez Marcos Jr.,Philippines,Met with President Biden at the UN General Assembly Meeting in New York City.,US State Dept Office of the Historian,2022,True,USIN-0372
2022-09-28,2022-09-28,Prime Minister Manasseh Sogavare,Solomon Islands,Attended the U.S.-Pacific Island Country Summit.,US State Dept Office of the Historian,2022,True,USIN-0373
2022-09-28,2022-09-28,Prime Minister Fiame Naomi Mata'afa,Somoa,Attended the U.S.-Pacific Island Country Summit.,US State Dept Office of the Historian,2022,True,USIN-0374
2022-09-28,2022-09-28,Prime Minister James Marape,Papua New Guinea,Attended the U.S.-Pacific Island Country Summit.,US State Dept Office of the Historian,2022,True,USIN-0375
2022-09-28,2022-09-28,"President Surangel Samuel Whipps, Jr.",Palau,Attended the U.S.-Pacific Island Country Summit.,US State Dept Office of the Historian,2022,True,USIN-0376
2022-09-28,2022-09-28,President Louis Mapou,New Caledonia,Attended the U.S.-Pacific Island Country Summit.,US State Dept Office of the Historian,2022,True,USIN-0377
2022-09-28,2022-09-28,Prime Minister Siaosi Sovaleni,Tonga,Attended the U.S.-Pacific Island Country Summit.,US State Dept Office of the Historian,2022,True,USIN-0378
2022-09-28,2022-09-28,President David Kabua,Marshall Islands,Attended the U.S.-Pacific Island Country Summit.,US State Dept Office of the Historian,2022,True,USIN-0379
2022-09-28,2022-09-28,President Edouard Fritch,French Polynesia,Attended the U.S.-Pacific Island Country Summit.,US State Dept Office of the Historian,2022,True,USIN-0380
2022-09-28,2022-09-28,Prime Minister Josaia Voreqe Bainimarama,Fiji,Attended the U.S.-Pacific Island Country Summit.,US State Dept Office of the Historian,2022,True,USIN-0381
2022-09-28,2022-09-28,Prime Minister Mark Brown,Cook Islands,Attended the U.S.-Pacific Island Country Summit.,US State Dept Office of the Historian,2022,True,USIN-0382
2022-09-28,2022-09-28,Prime Minister Kausea Natano,Tuvalu,Attended the U.S.-Pacific Island Country Summit.,US State Dept Office of the Historian,2022,True,USIN-0383
2022-09-28,2022-09-28,President David W. Panuelo,Micronesia,Attended the U.S.-Pacific Island Country Summit.,US State Dept Office of the Historian,2022,True,USIN-0384
2022-10-26,2022-10-26,President Isaac Herzog,Israel,Working Visit.,US State Dept Office of the Historian,2022,True,USIN-0385
2022-12-01,2022-12-01,President Emmanuel Macron,France,State Visit.,US State Dept Office of the Historian,2022,True,USIN-0386
2022-12-13,2022-12-15,President Mohamed Bazoum,Niger,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0387
2022-12-13,2022-12-15,President Hage Gottfried Geingob,Namibia,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0388
2022-12-13,2022-12-15,President Filipe Jacinto Nyusi,Mozambique,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0389
2022-12-13,2022-12-15,President Lazarus McCarthy Chakwera,Malawi,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0390
2022-12-13,2022-12-15,Prime Minister Pravind Kumar Jugnauth,Mauritius,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0391
2022-12-13,2022-12-15,President Mohamed Ould Cheikh El Ghazouani,Mauritania,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0392
2022-12-13,2022-12-15,President Muhammadu Buhari,Nigeria,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0393
2022-12-13,2022-12-15,President Andry Nirina Rajoelina,Madagascar,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0394
2022-12-13,2022-12-15,Prime Minister Aziz Akhannouch,Morocco,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0395
2022-12-13,2022-12-15,President Hakainde Sammy Hichilema,Zambia,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0396
2022-12-13,2022-12-15,President Wavel John Charles Ramkalawan,Seychelles,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0397
2022-12-13,2022-12-15,Prime Minister Patrice Emery Trovoada,Sao Tome and Principe,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0398
2022-12-13,2022-12-15,President Macky Sall,Senegal,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0399
2022-12-13,2022-12-15,President Julius Maada Bio,Sierra Leone,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0400
2022-12-13,2022-12-15,President Hassan Sheikh Mohamud,Somali Republic,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0401
2022-12-13,2022-12-15,President Samia Suluhu Hassan,Tanzania,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0402
2022-12-13,2022-12-15,President Faure Essozimna Gnassingbe,Togo,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0403
2022-12-13,2022-12-15,President Kais Saied,Tunisia,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0404
2022-12-13,2022-12-15,President Yoweri Museveni,Uganda,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0405
2022-12-13,2022-12-15,President Mohamed Younis Menfi,Libya,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0406
2022-12-13,2022-12-15,President Paul Kagame,Rwanda,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0407
2022-12-13,2022-12-15,President George Manneh Weah,Liberia,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0408
2022-12-13,2022-12-15,President Faustin Archange Touadera,Central African Republic,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0409
2022-12-13,2022-12-15,President William Ruto,Kenya,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0410
2022-12-13,2022-12-15,Prime Minister Aïmene Benabderrahmane,Algeria,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0411
2022-12-13,2022-12-15,Prime Minister Cleopas Sipho Dlamini,Eswatini,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0412
2022-12-13,2022-12-15,President Teodoro Obiang Nguema Mbasogo,Equatorial Guinea,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0413
2022-12-13,2022-12-15,President Abdel Fattah Said Alsisi,Egypt,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0414
2022-12-13,2022-12-15,President Ismail Omar Guelleh,Djibouti,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0415
2022-12-13,2022-12-15,Prime Minister Patrick Achi,Cote d’Ivoire,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0416
2022-12-13,2022-12-15,President Denis Sassou-Nguesso,"Congo, Republic of",Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0417
2022-12-13,2022-12-15,President Felix Antoine Tshisekedi Tshilombo,Democratic Republic of the Congo (Zaire),Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0418
2022-12-13,2022-12-15,Prime Minister Ntsokoane Samuel Matekane,Lesotho,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0419
2022-12-13,2022-12-15,President Mahamat Idriss Deby Itno,Chad,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0420
2022-12-13,2022-12-15,President Azali Assoumani,Comoros,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0421
2022-12-13,2022-12-15,Prime Minister Ulisses Correia e Silva,Cabo Verde,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0422
2022-12-13,2022-12-15,President Evariste Ndayishimiye,Burundi,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0423
2022-12-13,2022-12-15,President Mokgweetsi Eric Keabetswe Masisi,Botswana,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0424
2022-12-13,2022-12-15,President Patrice Athanase Guillaume Talon,Benin,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0425
2022-12-13,2022-12-15,President João Manuel Gonçalves Lourenço,Angola,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0426
2022-12-13,2022-12-15,Prime Minister Abiy Ahmed Ali,Ethiopia,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0427
2022-12-13,2022-12-15,President Ali Bongo Ondimba,Gabon,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0428
2022-12-13,2022-12-15,President Nana Addo Dankwa Akufo-Addo,Ghana,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0429
2022-12-13,2022-12-15,President Umaro Sissoco Embaló,Guinea-Bissau,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0430
2022-12-13,2022-12-15,President Paul Biya,Cameroon,Attended the U.S.-Africa Leaders' Summit.,US State Dept Office of the Historian,2022,True,USIN-0431
2022-12-19,2022-12-19,President Guillermo Lasso,Ecuador,Working Visit.,US State Dept Office of the Historian,2022,True,USIN-0432
2022-12-21,2022-12-21,President Volodymyr Zelenskyy,Ukraine,Working Visit.,US State Dept Office of the Historian,2022,True,USIN-0433
2023-01-13,2023-01-13,Prime Minister Kishida Fumio,Japan,Official Working Visit.,US State Dept Office of the Historian,2023,True,USIN-0434
2023-01-17,2023-01-17,Prime Minister Mark Rutte,Netherlands,Working Visit.,US State Dept Office of the Historian,2023,True,USIN-0435
2023-02-02,2023-02-02,King Abdullah and Crown Prince Hussein,Jordan,Private Visit (Lunch).,US State Dept Office of the Historian,2023,True,USIN-0436
2023-02-10,2023-02-10,President Luiz Lula da Silva,Brazil,Official Working Visit.,US State Dept Office of the Historian,2023,True,USIN-0437
2023-03-03,2023-03-03,Chancellor Olaf Scholz,"Germany, Federal Republic of",Working Visit.,US State Dept Office of the Historian,2023,True,USIN-0438
2023-03-13,2023-03-13,Prime Minister Rishi Sunak,United Kingdom,"Attended AUKUS Summit at Point Loma, CA.",US State Dept Office of the Historian,2023,True,USIN-0439
2023-03-13,2023-03-13,Prime Minister Anthony Albanese,Australia,"Attended AUKUS Summit at Point Loma, CA.",US State Dept Office of the Historian,2023,True,USIN-0440
2023-03-17,2023-03-17,Taoiseach Leo Varadkar,Ireland,Official Working Visit.,US State Dept Office of the Historian,2023,True,USIN-0441
2023-03-29,2023-03-29,President Alberto Fernández,Argentina,Working Visit.,US State Dept Office of the Historian,2023,True,USIN-0442
