start,end,visitor,from_country,description,source,year,is_hogs,visit_id
2023-04-20,2023-04-20,President Gustavo Petro,Colombia,Working Visit.,US State Dept Office of the Historian,2023,True,USIN-0443
2023-04-26,2023-04-26,President Yoon Suk Yeol,South Korea,State Visit.,US State Dept Office of the Historian,2023,True,USIN-0444
2023-05-01,2023-05-01,President Ferdinand Marcos Jr.,Philippines,Official Working Visit.,US State Dept Office of the Historian,2023,True,USIN-0445
2023-05-12,2023-05-12,President Pedro Sánchez,Spain,Working Visit.,US State Dept Office of the Historian,2023,True,USIN-0446
2023-06-05,2023-06-05,Prime Minister Mette Frederiksen,Denmark,Working Visit.,US State Dept Office of the Historian,2023,True,USIN-0447
2023-06-06,2023-06-09,Prime Minister Rishi Sunak,United Kingdom,Official Working Visit.,US State Dept Office of the Historian,2023,True,USIN-0448
2023-06-13,2023-06-13,President Luis Lacalle Pou,Uruguay,Working Visit.,US State Dept Office of the Historian,2023,True,USIN-0449
2023-06-22,2023-06-22,Prime Minister Narendra Modi,India,State Visit.,US State Dept Office of the Historian,2023,True,USIN-0450
2023-07-04,2023-07-05,Prime Minister Ulf Kristersson,Sweden,Working Visit.,US State Dept Office of the Historian,2023,True,USIN-0451
2023-07-18,2023-07-20,President Isaac Herzog,Israel,Working Visit.,US State Dept Office of the Historian,2023,True,USIN-0452
2023-07-27,2023-07-27,Prime Minister Giorgia Meloni,Italy,Working Visit.,US State Dept Office of the Historian,2023,True,USIN-0453
2023-08-18,2023-08-18,Prime Minister Kishida Fumio,Japan,"Attended Trilateral Summit at Camp David, MD.",US State Dept Office of the Historian,2023,True,USIN-0454
2023-08-18,2023-08-18,President Yoon Suk Yeol,South Korea,"Attended Trilateral Summit at Camp David, MD.",US State Dept Office of the Historian,2023,True,USIN-0455
2023-08-29,2023-08-29,President Rodrigo Chaves Robles,Costa Rica,Official Working Visit.,US State Dept Office of the Historian,2023,True,USIN-0456
2023-09-20,2023-09-20,President Luiz Inacio Lula da Silva,Brazil,Met with President Biden at the UN General Assembly Meeting in New York City.,US State Dept Office of the Historian,2023,True,USIN-0457
2023-09-20,2023-09-20,Prime Minister Binyamin Netanyahu,Israel,Met with President Biden at the UN General Assembly Meeting in New York City.,US State Dept Office of the Historian,2023,True,USIN-0458
2023-09-21,2023-09-21,President Shavkat Mirziyoyev,Uzbekistan,Participated in C5+1 Presidential Summit Meeting with President Biden at the UN General Assembly in New York City.,US State Dept Office of the Historian,2023,True,USIN-0459
2023-09-21,2023-09-21,President Serdar Berdimuhamedov,Turkmenistan,Participated in C5+1 Presidential Summit Meeting with President Biden at the UN General Assembly in New York City.,US State Dept Office of the Historian,2023,True,USIN-0460
2023-09-21,2023-09-21,President Emomali Rahmon,Tajikistan,Participated in C5+1 Presidential Summit Meeting with President Biden at the UN General Assembly in New York City.,US State Dept Office of the Historian,2023,True,USIN-0461
2023-09-21,2023-09-21,President Kassym-Jomart Tokayev,Kazakhstan,Participated in C5+1 Presidential Summit Meeting with President Biden at the UN General Assembly in New York City.,US State Dept Office of the Historian,2023,True,USIN-0462
2023-09-21,2023-09-21,President Volodymyr Zelenskyy,Ukraine,Official Working Visit.,US State Dept Office of the Historian,2023,True,USIN-0463
2023-09-21,2023-09-21,President Sadyr Japarov,Kyrgyzstan,Participated in C5+1 Presidential Summit Meeting with President Biden at the UN General Assembly in New York City.,US State Dept Office of the Historian,2023,True,USIN-0464
2023-09-25,2023-09-25,President Surangel Whipps Jr.,Palau,Attended the Pacific Islands Countries Summit.,US State Dept Office of the Historian,2023,True,USIN-0465
2023-09-25,2023-09-25,Prime Minister Kausea Natano,Tuvalu,Attended the Pacific Islands Countries Summit.,US State Dept Office of the Historian,2023,True,USIN-0466
2023-09-25,2023-09-25,Prime Minister Siaosi Ofa Ki Vahafolau Sovaleni,Tonga,Attended the Pacific Islands Countries Summit.,US State Dept Office of the Historian,2023,True,USIN-0467
2023-09-25,2023-09-25,Prime Minister Fiamē Naomi Mata’afa,Western Samoa,Attended the Pacific Islands Countries Summit.,US State Dept Office of the Historian,2023,True,USIN-0468
2023-09-25,2023-09-25,President David Kabua,Marshall Islands,Attended the Pacific Islands Countries Summit.,US State Dept Office of the Historian,2023,True,USIN-0469
2023-09-25,2023-09-25,Prime Minister James Marape,Papua New Guinea,Attended the Pacific Islands Countries Summit.,US State Dept Office of the Historian,2023,True,USIN-0470
2023-09-25,2023-09-25,Premier Dalton Tagelagi,Niue,Attended the Pacific Islands Countries Summit.,US State Dept Office of the Historian,2023,True,USIN-0471
2023-09-25,2023-09-25,Prime Minister Sitiveni Ligamamada Rabuka,Fiji,Attended the Pacific Islands Countries Summit.,US State Dept Office of the Historian,2023,True,USIN-0472
2023-09-25,2023-09-25,President Russ Joseph Kun,Nauru,Attended the Pacific Islands Countries Summit.,US State Dept Office of the Historian,2023,True,USIN-0473
2023-09-25,2023-09-25,President Taneti Maamau,Kiribati,Attended the Pacific Islands Countries Summit.,US State Dept Office of the Historian,2023,True,USIN-0474
2023-09-25,2023-09-25,President Moetai Charles Brotherson,French Polynesia,Attended the Pacific Islands Countries Summit.,US State Dept Office of the Historian,2023,True,USIN-0475
2023-09-25,2023-09-25,President Wesley W. Simina,Micronesia,Attended the Pacific Islands Countries Summit.,US State Dept Office of the Historian,2023,True,USIN-0476
2023-09-25,2023-09-25,Prime Minister Mark Stephen Brown,Cook Islands,Attended the Pacific Islands Countries Summit.,US State Dept Office of the Historian,2023,True,USIN-0477
2023-09-25,2023-09-25,President Louis Mapou,New Caledonia,Attended the Pacific Islands Countries Summit.,US State Dept Office of the Historian,2023,True,USIN-0478
2023-10-06,2023-10-06,President Frank-Walter Steinmeier,"Germany, Federal Republic of",Working Visit.,US State Dept Office of the Historian,2023,True,USIN-0479
2023-10-25,2023-10-25,Prime Minister Anthony Albanese,Australia,Official Visit.,US State Dept Office of the Historian,2023,True,USIN-0480
2023-11-02,2023-11-02,President Gabriel Boric Font,Chile,Met with President Biden for a bilateral meeting alongside the Americas Partnership for Economic Prosperity Summit Meeting.,US State Dept Office of the Historian,2023,True,USIN-0481
2023-11-02,2023-11-02,President Luis Abinader,Dominican Republic,Met with President Biden for a bilateral meeting alongside the Americas Partnership for Economic Prosperity Summit Meeting.,US State Dept Office of the Historian,2023,True,USIN-0482
2023-11-03,2023-11-03,President Luis Lacalle Pou,Uruguay,Attended the APEP Leaders' Summit.,US State Dept Office of the Historian,2023,True,USIN-0483
2023-11-03,2023-11-03,President Dina Boluarte Zegarra,Peru,Attended the APEP Leaders' Summit.,US State Dept Office of the Historian,2023,True,USIN-0484
2023-11-03,2023-11-03,President Guillermo Lasso Mendoza,Ecuador,Attended the APEP Leaders' Summit.,US State Dept Office of the Historian,2023,True,USIN-0485
2023-11-03,2023-11-03,President Luis Abinader,Dominican Republic,Attended the APEP Leaders' Summit.,US State Dept Office of the Historian,2023,True,USIN-0486
2023-11-03,2023-11-03,President Rodrigo Chaves Robles,Costa Rica,Attended the APEP Leaders' Summit.,US State Dept Office of the Historian,2023,True,USIN-0487
2023-11-03,2023-11-03,President Gabriel Boric Font,Chile,Attended the APEP Leaders' Summit.,US State Dept Office of the Historian,2023,True,USIN-0488
2023-11-03,2023-11-03,Prime Minister Mia Mottley,Barbados,Attended the APEP Leaders' Summit.,US State Dept Office of the Historian,2023,True,USIN-0489
2023-11-03,2023-11-03,Prime Minister Justin Trudeau,Canada,Attended the APEP Leaders' Summit.,US State Dept Office of the Historian,2023,True,USIN-0490
2023-11-03,2023-11-03,President Gustavo Petro,Colombia,Attended the APEP Leaders' Summit.,US State Dept Office of the Historian,2023,True,USIN-0491
2023-11-12,2023-11-17,Prime Minister James Marape,Papua New Guinea,"Attended the APEC Leaders' Summit at San Francisco, CA.",US State Dept Office of the Historian,2023,True,USIN-0492
2023-11-12,2023-11-17,Prime Minister Sitiveni Ligamamada Rabuka,Fiji,Invited Guest to APEC Leaders' Summit.,US State Dept Office of the Historian,2023,True,USIN-0493
2023-11-12,2023-11-17,President Gustavo Petro,Colombia,Invited Guest to APEC Leaders' Summit.,US State Dept Office of the Historian,2023,True,USIN-0494
2023-11-12,2023-11-17,Prime Minister Srettha Thavisin,Thailand,"Attended the APEC Leaders' Summit at San Francisco, CA.",US State Dept Office of the Historian,2023,True,USIN-0495
2023-11-12,2023-11-17,Prime Minister Lee Hsien Loong,Singapore,"Attended the APEC Leaders' Summit at San Francisco, CA.",US State Dept Office of the Historian,2023,True,USIN-0496
2023-11-12,2023-11-17,President Ferdinand Marcos Jr.,Philippines,"Attended the APEC Leaders' Summit at San Francisco, CA.",US State Dept Office of the Historian,2023,True,USIN-0497
2023-11-12,2023-11-17,President Dina Boluarte Zegarra,Peru,"Attended the APEC Leaders' Summit at San Francisco, CA.",US State Dept Office of the Historian,2023,True,USIN-0498
2023-11-12,2023-11-17,President Andrés Manuel López Obrador,Mexico,"Attended the APEC Leaders' Summit at San Francisco, CA.",US State Dept Office of the Historian,2023,True,USIN-0499
2023-11-12,2023-11-17,President Võ Văn Thưởng,Vietnam,"Attended the APEC Leaders' Summit at San Francisco, CA.",US State Dept Office of the Historian,2023,True,USIN-0500
2023-11-12,2023-11-17,President Yoon Suk Yeol,Korea,"Attended the APEC Leaders' Summit at San Francisco, CA.",US State Dept Office of the Historian,2023,True,USIN-0501
2023-11-12,2023-11-17,Prime Minister Kishida Fumio,Japan,"Attended the APEC Leaders' Summit at San Francisco, CA.",US State Dept Office of the Historian,2023,True,USIN-0502
2023-11-12,2023-11-17,President Xi Jinping,"China, People’s Republic of","Attended the APEC Leaders' Summit at San Francisco, CA.",US State Dept Office of the Historian,2023,True,USIN-0503
2023-11-12,2023-11-17,President Gabriel Boric Font,Chile,"Attended the APEC Leaders' Summit at San Francisco, CA.",US State Dept Office of the Historian,2023,True,USIN-0504
2023-11-12,2023-11-17,Prime Minister Justin Trudeau,Canada,"Attended the APEC Leaders' Summit at San Francisco, CA.",US State Dept Office of the Historian,2023,True,USIN-0505
2023-11-12,2023-11-17,Sultan Hassanal Bolkiah,Brunei,"Attended the APEC Leaders' Summit at San Francisco, CA.",US State Dept Office of the Historian,2023,True,USIN-0506
2023-11-12,2023-11-17,Prime Minister Dato' Seri Anwar bin Ibrahim,Malaysia,"Attended the APEC Leaders' Summit at San Francisco, CA.",US State Dept Office of the Historian,2023,True,USIN-0507
2023-11-12,2023-11-17,Prime Minister Anthony Albanese,Australia,"Attended the APEC Leaders' Summit at San Francisco, CA.",US State Dept Office of the Historian,2023,True,USIN-0508
2023-11-12,2023-11-12,President Xi Jinping,"China, People’s Republic of","Offsite Meeting at Woodside, CA.",US State Dept Office of the Historian,2023,True,USIN-0509
2023-11-13,2023-11-13,President Joko Widodo,Indonesia,Official Working Visit.,US State Dept Office of the Historian,2023,True,USIN-0510
2023-11-14,2023-11-17,President Joko Widodo,Indonesia,"Attended the APEC Leaders' Summit at San Francisco, CA.",US State Dept Office of the Historian,2023,True,USIN-0511
2023-11-30,2023-11-30,President João Lourenço,Angola,Working Visit.,US State Dept Office of the Historian,2023,True,USIN-0512
2023-12-12,2023-12-12,President Volodymyr Zelenskyy,Ukraine,Official Working Visit.,US State Dept Office of the Historian,2023,True,USIN-0513
2024-02-09,2024-02-09,Chancellor Olaf Scholz,Germany,Working Visit.,US State Dept Office of the Historian,2024,True,USIN-0514
2024-02-12,2024-02-12,King Abdullah II,Jordan,Working Visit.,US State Dept Office of the Historian,2024,True,USIN-0515
2024-03-01,2024-03-01,Prime Minister Giorgia Meloni,Italy,Working Visit.,US State Dept Office of the Historian,2024,True,USIN-0516
2024-03-12,2024-03-12,President Andrzej Duda and Prime Minister Donald Tusk,Poland,Working Visit.,US State Dept Office of the Historian,2024,True,USIN-0517
2024-03-15,2024-03-15,Taoiseach Leo Varadkar,Ireland,Official Working Visit.,US State Dept Office of the Historian,2024,True,USIN-0518
2024-03-25,2024-03-25,President Bernardo Arévalo,Guatemala,Official Visit,US State Dept Office of the Historian,2024,True,USIN-0519
2024-04-10,2024-04-10,Prime Minister Kishida Fumio,Japan,Official Visit.,US State Dept Office of the Historian,2024,True,USIN-0520
2024-04-11,2024-04-11,President Ferdinand Marcos Jr.,Philippines,Working Visit.,US State Dept Office of the Historian,2024,True,USIN-0521
2024-04-15,2024-04-15,Prime Minister Mohammed Shyaa al-Sudani,Iraq,Working Visit.,US State Dept Office of the Historian,2024,True,USIN-0522
2024-04-15,2024-04-15,Prime Minister Petr Fiala,Czechia,Working Visit.,US State Dept Office of the Historian,2024,True,USIN-0523
2024-05-06,2024-05-06,King Abdullah II,Jordan,Private Visit.,US State Dept Office of the Historian,2024,True,USIN-0524
2024-05-07,2024-05-07,President Klaus Werner Iohannis,Romania,Working Visit.,US State Dept Office of the Historian,2024,True,USIN-0525
2024-05-23,2024-05-23,President William Ruto,Kenya,State Visit.,US State Dept Office of the Historian,2024,True,USIN-0526
2024-05-31,2024-05-31,Prime Minister Alexander De Croo,Belgium,Working Visit.,US State Dept Office of the Historian,2024,True,USIN-0527
2024-07-10,2024-07-11,President Gitanas Nausėda,Lithuania,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0528
2024-07-10,2024-07-11,Prime Minister Luc Frieden,Luxembourg,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0529
2024-07-10,2024-07-11,Prime Minister Milojko Spajić,Montenegro,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0530
2024-07-10,2024-07-11,Prime Minister Dick Schoof,Netherlands,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0531
2024-07-10,2024-07-11,Prime Minister Christopher Luxon,New Zealand,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0532
2024-07-10,2024-07-11,Prime Minister Keir Starmer,United Kingdom,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0533
2024-07-10,2024-07-11,Prime Minister Hristijan Mickoski,North Macedonia,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0534
2024-07-10,2024-07-11,Prime Minister Jonas Gahr Støre,Norway,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0535
2024-07-10,2024-07-11,President Yoon Suk Yeol,South Korea,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0536
2024-07-10,2024-07-11,Prime Minister Luís Montenegro,Portugal,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0537
2024-07-10,2024-07-11,President Klaus Werner Iohannis,Romania,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0538
2024-07-10,2024-07-11,President Peter Pellegrini,Slovakia,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0539
2024-07-10,2024-07-11,Prime Minister Robert Golob,Slovenia,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0540
2024-07-10,2024-07-11,President Pedro Sánchez,Spain,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0541
2024-07-10,2024-07-11,Prime Minister Ulf Kristersson,Sweden,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0542
2024-07-10,2024-07-11,President Recep Tayyip Erdoğan,Türkiye,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0543
2024-07-10,2024-07-11,President Andrzej Duda,Poland,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0544
2024-07-10,2024-07-11,President Edgars Rinkēvičs,Latvia,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0545
2024-07-10,2024-07-11,President Emmanuel Macron,France,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0546
2024-07-10,2024-07-11,Prime Minister Giorgia Meloni,Italy,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0547
2024-07-10,2024-07-11,Prime Minister Kishida Fumio,Japan,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0548
2024-07-10,2024-07-11,President Volodymyr Zelenskyy,Ukraine,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0549
2024-07-10,2024-07-11,Prime Minister Edi Rama,Albania,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0550
2024-07-10,2024-07-11,Prime Minister Alexander De Croo,Belgium,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0551
2024-07-10,2024-07-11,Prime Minister Dimitar Glavchev,Bulgaria,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0552
2024-07-10,2024-07-11,Prime Minister Justin Trudeau,Canada,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0553
2024-07-10,2024-07-11,President Zoran Milanović,Croatia,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0554
2024-07-10,2024-07-10,Prime Minister Keir Starmer,United Kingdom,Working Visit.,US State Dept Office of the Historian,2024,True,USIN-0555
2024-07-10,2024-07-11,Prime Minister Mette Frederiksen,Denmark,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0556
2024-07-10,2024-07-11,Prime Minister Kaja Kallas,Estonia,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0557
2024-07-10,2024-07-11,President Alexander Stubb,Finland,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0558
2024-07-10,2024-07-11,Chancellor Olaf Scholz,Germany,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0559
2024-07-10,2024-07-11,Prime Minister Kyriakos Mitsotakis,Greece,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0560
2024-07-10,2024-07-11,Prime Minister Viktor Orbán,Hungary,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0561
2024-07-10,2024-07-11,Prime Minister Bjarni Benediktsson,Iceland,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0562
2024-07-10,2024-07-11,President Petr Pavel,Czechia,"Attended NATO 75th Anniversary Summit in Washington, DC.",US State Dept Office of the Historian,2024,True,USIN-0563
2024-07-25,2024-07-25,Prime Minister Benjamin Netanyahu,Israel,Working Visit.,US State Dept Office of the Historian,2024,True,USIN-0564
2024-09-13,2024-09-13,Prime Minister Keir Starmer,United Kingdom,Working Visit.,US State Dept Office of the Historian,2024,True,USIN-0565
2024-09-21,2024-09-21,Prime Minister Anthony Albanese,Australia,"Attended Quad Leaders' Summit in Claymont, DE.",US State Dept Office of the Historian,2024,True,USIN-0566
2024-09-21,2024-09-21,Prime Minister Kishida Fumio,Japan,"Attended Quad Leaders' Summit in Claymont, DE.",US State Dept Office of the Historian,2024,True,USIN-0567
2024-09-21,2024-09-21,Prime Minister Narendra Modi,India,"Attended Quad Leaders' Summit in Claymont, DE.",US State Dept Office of the Historian,2024,True,USIN-0568
2024-09-23,2024-09-23,President Sheikh Mohamed bin Zayed Al Nahyan,United Arab Emirates ,Offical Visit.,US State Dept Office of the Historian,2024,True,USIN-0569
2024-09-24,2024-09-24,"President Surangel Whipps, Jr",Palau,Met with President Biden at the UN General Assembly in New York City.,US State Dept Office of the Historian,2024,True,USIN-0570
2024-09-24,2024-09-24,President Wesley Simina,Micronesia,Met with President Biden at the UN General Assembly in New York City.,US State Dept Office of the Historian,2024,True,USIN-0571
2024-09-24,2024-09-24,President Hilda Heine,Marshall Islands,Met with President Biden at the UN General Assembly in New York City.,US State Dept Office of the Historian,2024,True,USIN-0572
2024-09-25,2024-09-25,General Secretary Tô Lâm,Vietnam,Met with President Biden at the UN General Assembly in New York City.,US State Dept Office of the Historian,2024,True,USIN-0573
2024-09-25,2024-09-25,President Volodymyr Zelenskyy,Ukraine,Met with President Biden at the UN General Assembly in New York City.,US State Dept Office of the Historian,2024,True,USIN-0574
2024-09-26,2024-09-26,President Volodymyr Zelenskyy,Ukraine,Working Visit.,US State Dept Office of the Historian,2024,True,USIN-0575
2024-10-09,2024-10-09,Taoiseach Simon Harris,Ireland,Offical Visit.,US State Dept Office of the Historian,2024,True,USIN-0576
2024-10-22,2024-10-22,Prime Minister Robert Golob,Slovenia,Offical Visit.,US State Dept Office of the Historian,2024,True,USIN-0577
2024-10-30,2024-10-31,President Nikos Christodoulides,Cyprus,Offical Visit.,US State Dept Office of the Historian,2024,True,USIN-0578
2024-11-12,2024-11-12,President Prabowo Subianto,Indonesia,Offical Visit.,US State Dept Office of the Historian,2024,True,USIN-0579
2024-11-12,2024-11-12,President Isaac Herzog,Israel,Offical Visit.,US State Dept Office of the Historian,2024,True,USIN-0580
