country,leader_title,name,first,last,visit_type,n_articles,source
埃塞俄比亚,总理,阿比,2023-10-17,2023-10-18,来华出席,0,summit supplement (一带一路论坛2023)
埃及,总理,马德布利,2023-10-17,2023-10-18,来华出席,0,summit supplement (一带一路论坛2023)
柬埔寨,首相,洪玛奈,2023-10-17,2023-10-18,来华出席,0,summit supplement (一带一路论坛2023)
乌兹别克斯坦,总统,米尔济约耶夫,2023-10-17,2023-10-18,来华出席,0,summit supplement (一带一路论坛2023)
阿根廷,总统,费尔南德斯,2023-10-17,2023-10-18,来华出席,0,summit supplement (一带一路论坛2023)
塞尔维亚,总统,武契奇,2023-10-17,2023-10-18,来华出席,0,summit supplement (一带一路论坛2023)
俄罗斯,总统,普京,2023-10-17,2023-10-18,来华出席,0,summit supplement (一带一路论坛2023)
蒙古国,总统,呼日勒苏赫,2023-10-17,2023-10-18,来华出席,0,summit supplement (一带一路论坛2023)
肯尼亚,总统,鲁托,2023-10-17,2023-10-18,来华出席,0,summit supplement (一带一路论坛2023)
哈萨克斯坦,总统,托卡耶夫,2023-10-17,2023-10-18,来华出席,0,summit supplement (一带一路论坛2023)
印度尼西亚,总统,佐科,2023-10-17,2023-10-18,来华出席,0,summit supplement (一带一路论坛2023)
刚果共和国,总统,萨苏,2023-10-17,2023-10-18,来华出席,0,summit supplement (一带一路论坛2023)
巴基斯坦,总理,卡卡尔,2023-10-17,2023-10-18,来华出席,0,summit supplement (一带一路论坛2023)
泰国,总理,赛塔,2023-10-17,2023-10-18,来华出席,0,summit supplement (一带一路论坛2023)
土库曼斯坦,最高人民委员会主席,别尔德穆哈梅多夫,2023-10-17,2023-10-18,来华出席,0,summit supplement (一带一路论坛2023)
斯里兰卡,总统,维克拉马辛哈,2023-10-20,2023-10-20,来华出席,1,PRC MFA zyxw wayback backfill
老挝,国家主席/总书记,通伦,2023-10-20,2023-10-20,来华出席,1,PRC MFA zyxw wayback backfill
越南,国家主席,武文赏,2023-10-20,2023-10-20,来华出席,1,PRC MFA zyxw wayback backfill
哥伦比亚,总统,佩特罗,2023-10-25,2023-10-25,国事访问,1,PRC MFA zyxw wayback backfill
古巴,总理,马雷罗,2023-11-06,2023-11-06,来华出席,1,PRC MFA zyxw wayback backfill
塞尔维亚,总理,布尔纳比奇,2023-11-06,2023-11-06,来华出席,1,PRC MFA zyxw wayback backfill
澳大利亚,总理,阿尔巴尼斯,2023-11-06,2023-11-07,正式访问,2,PRC MFA zyxw wayback backfill
乌拉圭,总统,拉卡列,2023-11-22,2023-11-23,国事访问,2,PRC MFA zyxw wayback backfill
白俄罗斯,总统,卢卡申科,2023-12-04,2023-12-04,国事访问,1,PRC MFA zyxw wayback backfill
欧洲理事会,主席,米歇尔,2023-12-07,2023-12-07,会见/会谈(双边),1,PRC MFA zyxw wayback backfill
马尔代夫,总统,穆伊兹,2024-01-11,2024-01-11,国事访问,1,PRC MFA zyxw wayback backfill
比利时,首相,德克罗,2024-01-12,2024-01-12,正式访问,1,PRC MFA zyxw wayback backfill
安提瓜和巴布达,总理,布朗,2024-01-24,2024-01-24,正式访问,1,PRC MFA zyxw wayback backfill
塞拉利昂,总统,比奥,2024-02-28,2024-02-28,国事访问,1,PRC MFA zyxw wayback backfill
安哥拉,总统,洛伦索,2024-03-15,2024-03-15,国事访问,1,PRC MFA zyxw wayback backfill
瑙鲁,总统,阿迪昂,2024-03-25,2024-03-26,国事访问,2,PRC MFA zyxw wayback backfill
多米尼克,总理,斯凯里特,2024-03-25,2024-03-25,正式访问,1,PRC MFA zyxw wayback backfill
荷兰,首相,吕特,2024-03-27,2024-03-27,工作访问,1,PRC MFA zyxw wayback backfill
印度尼西亚当选,总统,普拉博沃,2024-04-01,2024-04-02,会见/会谈(双边),2,PRC MFA zyxw wayback backfill
密克罗尼西亚联邦,总统,西米纳,2024-04-09,2024-04-10,国事访问,2,PRC MFA zyxw wayback backfill
苏里南,总统,单多吉,2024-04-12,2024-04-12,国事访问,2,PRC MFA zyxw wayback backfill
德国,总理,朔尔茨,2024-04-16,2024-04-17,会见/会谈(双边),2,PRC MFA zyxw wayback backfill
俄罗斯,总统,普京,2024-05-16,2024-05-16,国事访问,2,PRC MFA zyxw wayback backfill
赤道几内亚,总统,奥比昂,2024-05-28,2024-05-28,国事访问,1,PRC MFA zyxw wayback backfill
埃及,总统,塞西,2024-05-29,2024-05-29,来华出席,1,PRC MFA zyxw wayback backfill
阿联酋,总统,穆罕默德,2024-05-30,2024-05-30,国事访问,1,PRC MFA zyxw wayback backfill
突尼斯,总统,赛义德,2024-05-31,2024-05-31,国事访问,1,PRC MFA zyxw wayback backfill
巴林,国王,哈马德,2024-05-31,2024-05-31,国事访问,2,PRC MFA zyxw wayback backfill
巴基斯坦,总理,夏巴兹,2024-06-07,2024-06-07,正式访问,2,PRC MFA zyxw wayback backfill
波兰,总统,杜达,2024-06-24,2024-06-24,国事访问,1,PRC MFA zyxw wayback backfill
越南,总理,范明政,2024-06-26,2024-06-26,来华出席,1,PRC MFA zyxw wayback backfill
秘鲁,总统,博鲁阿尔特,2024-06-28,2024-06-28,国事访问,2,PRC MFA zyxw wayback backfill
匈牙利,总理,欧尔班,2024-07-08,2024-07-08,国事访问,1,PRC MFA zyxw wayback backfill
孟加拉国,总理,哈西娜,2024-07-10,2024-07-10,正式访问,2,PRC MFA zyxw wayback backfill
几内亚比绍,总统,恩巴洛,2024-07-10,2024-07-10,国事访问,1,PRC MFA zyxw wayback backfill
所罗门群岛,总理,马内莱,2024-07-11,2024-07-12,正式访问,2,PRC MFA zyxw wayback backfill
瓦努阿图,总理,萨尔维,2024-07-12,2024-07-12,正式访问,2,PRC MFA zyxw wayback backfill
意大利,总理,梅洛尼,2024-07-28,2024-07-29,正式访问,2,PRC MFA zyxw wayback backfill
东帝汶,总统,奥尔塔,2024-07-28,2024-07-29,国事访问,2,PRC MFA zyxw wayback backfill
斐济,总理,兰布卡,2024-08-18,2024-08-20,正式访问,2,PRC MFA zyxw wayback backfill
越南,国家主席/总书记,苏林,2024-08-19,2024-08-19,国事访问,1,PRC MFA zyxw wayback backfill
美国,总统,国家安全事务助理沙利文,2024-08-29,2024-08-29,会见/会谈(双边),1,PRC MFA zyxw wayback backfill
多哥,总统,福雷,2024-09-02,2024-09-02,来华出席,1,PRC MFA zyxw wayback backfill
吉布提,总统,盖莱,2024-09-02,2024-09-02,来华出席,1,PRC MFA zyxw wayback backfill
南非,总统,拉马福萨,2024-09-02,2024-09-02,来华出席,2,PRC MFA zyxw wayback backfill
塞舌尔,总统,拉姆卡拉旺,2024-09-02,2024-09-02,来华出席,1,PRC MFA zyxw wayback backfill
厄立特里亚,总统,伊萨亚斯,2024-09-02,2024-09-02,来华出席,1,PRC MFA zyxw wayback backfill
马里,总统,戈伊塔,2024-09-02,2024-09-02,来华出席,1,PRC MFA zyxw wayback backfill
科摩罗,总统,阿扎利,2024-09-02,2024-09-02,来华出席,1,PRC MFA zyxw wayback backfill
几内亚,总统,敦布亚,2024-09-02,2024-09-02,来华出席,1,PRC MFA zyxw wayback backfill
刚果民主共和国,总统,齐塞克迪,2024-09-02,2024-09-02,来华出席,0,summit supplement (FOCAC北京2024)
莱索托,首相,马特凯恩,2024-09-03,2024-09-03,来华出席,0,summit supplement (FOCAC北京2024)
尼日利亚,总统,提努布,2024-09-03,2024-09-03,来华出席,1,PRC MFA zyxw wayback backfill
毛里塔尼亚,总统,加兹瓦尼,2024-09-03,2024-09-03,来华出席,1,PRC MFA zyxw wayback backfill
马拉维,总统,查克维拉,2024-09-03,2024-09-03,来华出席,1,PRC MFA zyxw wayback backfill
津巴布韦,总统,姆南加古瓦,2024-09-03,2024-09-03,来华出席,2,PRC MFA zyxw wayback backfill
肯尼亚,总统,鲁托,2024-09-03,2024-09-03,来华出席,1,PRC MFA zyxw wayback backfill
乍得,总统,穆罕默德,2024-09-03,2024-09-03,来华出席,0,summit supplement (FOCAC北京2024)
赤道几内亚,总统,奥比昂,2024-09-04,2024-09-04,来华出席,0,summit supplement (FOCAC北京2024)
坦桑尼亚,总统,哈桑,2024-09-04,2024-09-04,来华出席,1,PRC MFA zyxw wayback backfill
利比亚,总统,委员会主席曼菲,2024-09-04,2024-09-04,来华出席,1,PRC MFA zyxw wayback backfill
塞内加尔,总统,法耶,2024-09-04,2024-09-04,来华出席,1,PRC MFA zyxw wayback backfill
赞比亚,总统,希奇莱马,2024-09-04,2024-09-04,来华出席,1,PRC MFA zyxw wayback backfill
利比亚,总统委员会主席,曼菲,2024-09-04,2024-09-04,来华出席,0,summit supplement (FOCAC北京2024)
尼日尔,总理,泽内,2024-09-04,2024-09-04,来华出席,0,summit supplement (FOCAC北京2024)
埃及,总理,马德布利,2024-09-04,2024-09-04,来华出席,0,summit supplement (FOCAC北京2024)
莫桑比克,总统,纽西,2024-09-04,2024-09-04,来华出席,1,PRC MFA zyxw wayback backfill
佛得角,总理,席尔瓦,2024-09-04,2024-09-04,来华出席,0,summit supplement (FOCAC北京2024)
塞拉利昂,总统,比奥,2024-09-04,2024-09-04,来华出席,0,summit supplement (FOCAC北京2024)
喀麦隆,总统,比亚,2024-09-04,2024-09-04,来华出席,1,PRC MFA zyxw wayback backfill
埃塞俄比亚,总理,阿比,2024-09-04,2024-09-05,来华出席,2,PRC MFA zyxw wayback backfill
加蓬,总统,恩圭马,2024-09-04,2024-09-04,来华出席,1,PRC MFA zyxw wayback backfill
博茨瓦纳,总统,马西西,2024-09-05,2024-09-05,来华出席,1,PRC MFA zyxw wayback backfill
纳米比亚,总统,姆本巴,2024-09-05,2024-09-05,来华出席,1,PRC MFA zyxw wayback backfill
圣多美和普林西比,总理,特罗瓦达,2024-09-05,2024-09-06,来华出席,2,PRC MFA zyxw wayback backfill
加纳,总统,阿库福,2024-09-05,2024-09-05,来华出席,1,PRC MFA zyxw wayback backfill
卢旺达,总统,卡加梅,2024-09-05,2024-09-05,来华出席,1,PRC MFA zyxw wayback backfill
几内亚比绍,总统,恩巴洛,2024-09-05,2024-09-05,来华出席,1,PRC MFA zyxw wayback backfill
冈比亚,总统,巴罗,2024-09-06,2024-09-06,来华出席,1,PRC MFA zyxw wayback backfill
中非,总统,图瓦德拉,2024-09-06,2024-09-06,来华出席,1,PRC MFA zyxw wayback backfill
马达加斯加,总统,拉乔利纳,2024-09-06,2024-09-06,来华出席,1,PRC MFA zyxw wayback backfill
南苏丹,总统,基尔,2024-09-06,2024-09-06,来华出席,1,PRC MFA zyxw wayback backfill
利比里亚,总统,博阿凯,2024-09-06,2024-09-06,来华出席,1,PRC MFA zyxw wayback backfill
布隆迪,总统,恩达伊施米耶,2024-09-06,2024-09-06,来华出席,1,PRC MFA zyxw wayback backfill
索马里,总统,马哈茂德,2024-09-06,2024-09-06,来华出席,1,PRC MFA zyxw wayback backfill
苏丹主权委员会,主席,布尔汉,2024-09-06,2024-09-06,来华出席,1,PRC MFA zyxw wayback backfill
刚果共和国,总统,萨苏,2024-09-06,2024-09-06,来华出席,0,summit supplement (FOCAC北京2024)
西班牙,首相,桑切斯,2024-09-09,2024-09-09,正式访问,2,PRC MFA zyxw wayback backfill
挪威,首相,斯特勒,2024-09-09,2024-09-10,正式访问,2,PRC MFA zyxw wayback backfill
芬兰,总统,斯图布,2024-10-29,2024-10-29,国事访问,2,PRC MFA zyxw wayback backfill
斯洛伐克,总理,菲佐,2024-11-01,2024-11-01,正式访问,2,PRC MFA zyxw wayback backfill
哈萨克斯坦,总理,别克捷诺夫,2024-11-04,2024-11-04,来华出席,1,PRC MFA zyxw wayback backfill
乌兹别克斯坦,总理,阿里波夫,2024-11-04,2024-11-04,来华出席,1,PRC MFA zyxw wayback backfill
马来西亚,总理,安瓦尔,2024-11-06,2024-11-07,来华出席,2,PRC MFA zyxw wayback backfill
意大利,总统,马塔雷拉,2024-11-08,2024-11-08,国事访问,2,PRC MFA zyxw wayback backfill
印度尼西亚,总统,普拉博沃,2024-11-09,2024-11-09,国事访问,2,PRC MFA zyxw wayback backfill
萨摩亚,总理,菲娅梅,2024-11-26,2024-11-26,正式访问,1,PRC MFA zyxw wayback backfill
尼泊尔,总理,奥利,2024-12-03,2024-12-03,正式访问,1,PRC MFA zyxw wayback backfill
萨摩亚,总理,菲娅梅,2024-12-18,2024-12-18,正式访问,1,PRC MFA zyxw wayback backfill
格林纳达,总理,米切尔,2025-01-13,2025-01-13,正式访问,1,PRC MFA zyxw wayback backfill
斯里兰卡,总统,迪萨纳亚克,2025-01-15,2025-01-15,国事访问,1,PRC MFA zyxw wayback backfill
吉尔吉斯斯坦,总统,扎帕罗夫,2025-02-05,2025-02-05,国事访问,1,PRC MFA zyxw wayback backfill
巴基斯坦,总统,扎尔达里,2025-02-05,2025-02-06,国事访问,2,PRC MFA zyxw wayback backfill
泰国,总理,佩通坦,2025-02-06,2025-02-06,正式访问,1,PRC MFA zyxw wayback backfill
文莱,苏丹,哈桑纳尔,2025-02-06,2025-02-06,国事访问,2,PRC MFA zyxw wayback backfill
蒙古国,总理,奥云额尔登,2025-02-14,2025-02-14,来华出席,1,PRC MFA zyxw wayback backfill
西班牙,首相,桑切斯,2025-04-11,2025-04-11,会见/会谈(双边),1,PRC MFA zyxw wayback backfill
肯尼亚,总统,鲁托,2025-04-23,2025-04-24,国事访问,2,PRC MFA zyxw pipeline
阿塞拜疆,总统,阿利耶夫,2025-04-23,2025-04-23,国事访问,2,PRC MFA zyxw pipeline
巴西,总统,卢拉,2025-05-13,2025-05-13,国事访问,2,PRC MFA zyxw pipeline
哥伦比亚,总统,佩特罗,2025-05-14,2025-05-14,来华出席,1,PRC MFA zyxw pipeline
智利,总统,博里奇,2025-05-14,2025-05-14,来华出席,1,PRC MFA zyxw pipeline
白俄罗斯,总统,卢卡申科,2025-06-04,2025-06-04,会见/会谈(双边),1,PRC MFA zyxw pipeline
新西兰,总理,拉克森,2025-06-20,2025-06-20,正式访问,2,PRC MFA zyxw pipeline
新加坡,总理,黄循财,2025-06-23,2025-06-24,正式访问,2,PRC MFA zyxw pipeline
越南,总理,范明政,2025-06-24,2025-06-24,来华出席,1,PRC MFA zyxw pipeline
吉尔吉斯斯坦,总理,卡瑟马利耶夫,2025-06-24,2025-06-24,来华出席,1,PRC MFA zyxw pipeline
厄瓜多尔,总统,诺沃亚,2025-06-24,2025-06-27,来华出席,2,PRC MFA zyxw pipeline
塞内加尔,总理,松科,2025-06-27,2025-06-27,来华出席,2,PRC MFA zyxw pipeline
澳大利亚,总理,阿尔巴尼斯,2025-07-15,2025-07-15,正式访问,1,PRC MFA zyxw pipeline
欧洲理事会,主席,科斯塔,2025-07-24,2025-07-24,会见/会谈(双边),1,PRC MFA zyxw pipeline
柬埔寨,国王,西哈莫尼,2025-08-26,2025-08-26,国事访问,1,PRC MFA zyxw pipeline
柬埔寨,首相,洪玛奈,2025-08-30,2025-08-30,来华出席,1,PRC MFA zyxw pipeline
哈萨克斯坦,总统,托卡耶夫,2025-08-30,2025-08-30,来华出席,1,PRC MFA zyxw pipeline
埃及,总理,马德布利,2025-08-30,2025-08-30,来华出席,1,PRC MFA zyxw pipeline
尼泊尔,总理,奥利,2025-08-30,2025-08-30,来华出席,1,PRC MFA zyxw pipeline
缅甸代,总统,敏昂莱,2025-08-30,2025-08-30,来华出席,1,PRC MFA zyxw pipeline
越南,总理,范明政,2025-08-31,2025-08-31,来华出席,1,PRC MFA zyxw pipeline
土耳其,总统,埃尔多安,2025-08-31,2025-08-31,来华出席,1,PRC MFA zyxw pipeline
印度,总理,莫迪,2025-08-31,2025-08-31,来华出席,1,PRC MFA zyxw pipeline
吉尔吉斯斯坦,总统,扎帕罗夫,2025-08-31,2025-08-31,来华出席,1,PRC MFA zyxw pipeline
阿塞拜疆,总统,阿利耶夫,2025-08-31,2025-08-31,来华出席,1,PRC MFA zyxw pipeline
马尔代夫,总统,穆伊兹,2025-08-31,2025-08-31,来华出席,1,PRC MFA zyxw pipeline
白俄罗斯,总统,卢卡申科,2025-08-31,2025-08-31,来华出席,1,PRC MFA zyxw pipeline
亚美尼亚,总理,帕什尼扬,2025-08-31,2025-08-31,来华出席,1,PRC MFA zyxw pipeline
塔吉克斯坦,总统,拉赫蒙,2025-09-02,2025-09-02,来华出席,1,PRC MFA zyxw pipeline
蒙古国,总统,呼日勒苏赫,2025-09-02,2025-09-02,来华出席,1,PRC MFA zyxw pipeline
乌兹别克斯坦,总统,米尔济约耶夫,2025-09-02,2025-09-02,来华出席,2,PRC MFA zyxw pipeline
巴基斯坦,总理,夏巴兹,2025-09-02,2025-09-04,来华出席,2,PRC MFA zyxw pipeline
俄罗斯,总统,普京,2025-09-02,2025-09-02,来华出席,1,PRC MFA zyxw pipeline
马来西亚,总理,安瓦尔,2025-09-02,2025-09-02,来华出席,2,PRC MFA zyxw pipeline
伊朗,总统,佩泽希齐扬,2025-09-02,2025-09-02,来华出席,1,PRC MFA zyxw pipeline
土库曼斯坦,总统,别尔德穆哈梅多夫,2025-09-02,2025-09-02,来华出席,1,PRC MFA zyxw pipeline
印度尼西亚,总统,普拉博沃,2025-09-03,2025-09-03,来华出席,1,PRC MFA zyxw pipeline
古巴,国家主席/总书记,迪亚斯-卡内尔,2025-09-04,2025-09-04,来华出席,1,PRC MFA zyxw pipeline
越南,国家主席,梁强,2025-09-04,2025-09-04,来华出席,1,PRC MFA zyxw pipeline
老挝,国家主席/总书记,通伦,2025-09-04,2025-09-04,来华出席,1,PRC MFA zyxw pipeline
朝鲜,国家主席/总书记,金正恩,2025-09-04,2025-09-04,来华出席,1,PRC MFA zyxw pipeline
塞尔维亚,总统,武契奇,2025-09-04,2025-09-04,来华出席,1,PRC MFA zyxw pipeline
斯洛伐克,总理,菲佐,2025-09-04,2025-09-04,来华出席,1,PRC MFA zyxw pipeline
津巴布韦,总统,姆南加古瓦,2025-09-04,2025-09-04,来华出席,1,PRC MFA zyxw pipeline
葡萄牙,总理,蒙特内格罗,2025-09-09,2025-09-09,正式访问,2,PRC MFA zyxw pipeline
加纳,总统,马哈马,2025-10-13,2025-10-14,来华出席,2,PRC MFA zyxw pipeline
斯里兰卡,总理,阿马拉苏里亚,2025-10-13,2025-10-14,来华出席,2,PRC MFA zyxw pipeline
冰岛,总统,托马斯多蒂尔,2025-10-14,2025-10-14,来华出席,1,PRC MFA zyxw pipeline
莫桑比克,总理,莱维,2025-10-14,2025-10-14,来华出席,1,PRC MFA zyxw pipeline
多米尼克,总统,伯顿,2025-10-14,2025-10-14,来华出席,1,PRC MFA zyxw pipeline
塞尔维亚,总理,马楚特,2025-11-04,2025-11-04,来华出席,1,PRC MFA zyxw pipeline
格鲁吉亚,总理,科巴希泽,2025-11-04,2025-11-04,来华出席,1,PRC MFA zyxw pipeline
俄罗斯,总理,米舒斯京,2025-11-04,2025-11-04,会见/会谈(双边),1,PRC MFA zyxw pipeline
西班牙,国王,费利佩六世,2025-11-12,2025-11-12,国事访问,2,PRC MFA zyxw pipeline
泰国,国王,哇集拉隆功,2025-11-14,2025-11-14,国事访问,2,PRC MFA zyxw pipeline
汤加,国王,图普六世,2025-11-25,2025-11-26,国事访问,2,PRC MFA zyxw pipeline
法国,总统,马克龙,2025-12-04,2025-12-04,国事访问,3,PRC MFA zyxw pipeline
爱尔兰,总理,马丁,2026-01-05,2026-01-06,正式访问,2,PRC MFA zyxw pipeline
韩国,总统,李在明,2026-01-05,2026-01-06,国事访问,2,PRC MFA zyxw pipeline
加拿大,总理,卡尼,2026-01-15,2026-01-16,正式访问,2,PRC MFA zyxw pipeline
芬兰,总理,奥尔波,2026-01-27,2026-01-27,正式访问,2,PRC MFA zyxw pipeline
英国,首相,斯塔默,2026-01-29,2026-01-29,正式访问,2,PRC MFA zyxw pipeline
乌拉圭,总统,奥尔西,2026-02-03,2026-02-03,国事访问,2,PRC MFA zyxw pipeline
德国,总理,默茨,2026-02-25,2026-02-25,正式访问,2,PRC MFA zyxw pipeline
西班牙,首相,桑切斯,2026-04-14,2026-04-14,正式访问,2,PRC MFA zyxw pipeline
越南,国家主席/总书记,苏林,2026-04-15,2026-04-15,国事访问,2,PRC MFA zyxw pipeline
莫桑比克,总统,查波,2026-04-21,2026-04-21,国事访问,2,PRC MFA zyxw pipeline
乌兹别克斯坦,总理,阿里波夫,2026-05-07,2026-05-07,会见/会谈(双边),1,PRC MFA zyxw pipeline
塔吉克斯坦,总统,拉赫蒙,2026-05-12,2026-05-12,国事访问,2,PRC MFA zyxw pipeline
美国,总统,特朗普,2026-05-14,2026-05-14,国事访问,1,PRC MFA zyxw pipeline
俄罗斯,总统,普京,2026-05-20,2026-05-20,国事访问,3,PRC MFA zyxw pipeline
塞尔维亚,总统,武契奇,2026-05-25,2026-05-25,国事访问,2,PRC MFA zyxw pipeline
巴基斯坦,总理,夏巴兹,2026-05-25,2026-05-25,正式访问,2,PRC MFA zyxw pipeline
老挝,国家主席/总书记,通伦,2026-06-05,2026-06-05,国事访问,2,PRC MFA zyxw pipeline
缅甸,总统,敏昂莱,2026-06-16,2026-06-16,国事访问,2,PRC MFA zyxw pipeline
孟加拉国,总理,塔里克,2026-06-25,2026-06-26,正式访问,2,PRC MFA zyxw pipeline
白俄罗斯,总统,卢卡申科,2026-06-29,2026-06-29,会见/会谈(双边),1,PRC MFA zyxw pipeline
纳米比亚,总统,恩代特瓦,2026-07-09,2026-07-10,国事访问,2,PRC MFA zyxw pipeline
朝鲜,内阁总理,朴泰成,2026-07-10,2026-07-11,正式访问,2,PRC MFA zyxw pipeline
柬埔寨,首相,洪玛奈,2026-07-16,2026-07-16,来华出席,1,PRC MFA zyxw pipeline
哈萨克斯坦,总统,托卡耶夫,2026-07-16,2026-07-16,来华出席,1,PRC MFA zyxw pipeline
泰国,总理,阿努廷,2026-07-17,2026-07-17,来华出席,1,PRC MFA zyxw pipeline
